_id,name,gender,birthDate,enrollmentDate,classId,contact.phone,contact.email,contact.emergencyContact,address,profile.height,profile.weight,profile.healthStatus
S20230201,朱明,男,2005-05-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,11yu1zo56ao,202302_1@school.edu.cn,13v6ov8e5w,CaryO'Reilly Prairie 2栋102室,166,50.59441713384034,良好
S20230202,黄浩浩,男,2005-06-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,143utnc46ed,202302_2@school.edu.cn,133kfayikj,South JaunitalandAgustin Stream 3栋103室,167,51.91464727788566,良好
S20230203,刘欣欣,女,2005-07-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,138m69ctsx1,202302_3@school.edu.cn,1371d13juc,North AntwonbergKling Mission 4栋104室,158,58.66440318590257,良好
S20230204,徐宇,男,2005-08-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,12iwnf78ef4,202302_4@school.edu.cn,135v7rtm4o,TurnertownHodkiewicz Plain 5栋105室,169,59.08172753436003,优秀
S20230205,徐伟,男,2005-09-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,1119uv74sgw,202302_5@school.edu.cn,130wl4gasf,LlewellynburghFredrick Manors 1栋106室,170,58.010065175924424,良好
S20230206,陈静,女,2005-10-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,11r68zquzkx,202302_6@school.edu.cn,13exta1q3q,Lake JohanSusanna Shoals 2栋107室,161,67.73931996894893,良好
S20230207,林阳,男,2005-11-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13ietoyx6qq,202302_7@school.edu.cn,13tbua3at7,Lake ChanelsideTreutel Skyway 3栋108室,172,64.95927115749114,良好
S20230208,郭浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,11r934qdaof,202302_8@school.edu.cn,135riy3e10,AlaynabergGorczany Springs 4栋109室,173,61.12295215451131,合格
S20230209,黄婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,14gnabx5twb,202302_9@school.edu.cn,13ivo6cr6n,North RossietonOzella Expressway 5栋110室,164,62.72633598695415,优秀
S20230210,马阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13eax7gnmw2,202302_10@school.edu.cn,13uw5huo52,Blue SpringsBertrand Estates 1栋101室,175,56.19760348855997,良好
S20230211,周军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,18t4vq7uo84,202302_11@school.edu.cn,135xfq0a3p,KingsportBartoletti Green 2栋102室,176,64.86167222278317,良好
S20230212,罗涵,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,17q9v88xe1d,202302_12@school.edu.cn,1393ml29h3,TillmantownHerminio Mountain 3栋103室,167,56.978623663950174,优秀
S20230213,胡宇宇,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13yqprrcgml,202302_13@school.edu.cn,13fthfphch,RobbieburghReinger Junction 4栋104室,178,61.08210554108729,良好
S20230214,朱阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,18om60f1p8q,202302_14@school.edu.cn,13r1ix23g0,Lake KendrickLeffler Junction 5栋105室,179,51.9379675615495,良好
S20230215,黄娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,14f1l1i7dc9,202302_15@school.edu.cn,1329ltu8mr,FremontEmile Place 1栋106室,170,69.734621072544,良好
S20230216,杨明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,11lgurttcj8,202302_16@school.edu.cn,136dg3c814,BuckeyeAlisa Field 2栋107室,181,58.02275442407304,合格
S20230217,孙阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,179kqvjiw2u,202302_17@school.edu.cn,13q33o6z77,MolineRandi Wall 3栋108室,182,61.49808440779499,合格
S20230218,郭静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13nlezqjc22,202302_18@school.edu.cn,13dw0wful3,GreenmouthJasmin Viaduct 4栋109室,173,63.37110333412861,合格
S20230219,马伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,15g2j7nlki8,202302_19@school.edu.cn,13pgycnxzu,KolbyfurtClemmie Run 5栋110室,184,69.62468862321876,合格
S20230220,胡军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,10am6gag229,202302_20@school.edu.cn,13ebw4kgaj,East KrystinaAdan Point 1栋101室,185,53.59877241634813,良好
S20230221,林娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,16soyo8xn1v,202302_21@school.edu.cn,13nvwdw5rs,Port AlexieRory Lights 2栋102室,176,54.7407207000252,合格
S20230222,杨杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,18cpojsenx4,202302_22@school.edu.cn,13giwaxthl,South NigelJakubowski Branch 3栋103室,187,60.38414773542682,合格
S20230223,张宇,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,11j1s1tbexh,202302_23@school.edu.cn,137yftxddi,BellflowerRupert Mountain 4栋104室,188,56.90387937864563,良好
S20230224,周静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,10vfdagxk3c,202302_24@school.edu.cn,13g6knhj1r,BerylstadJuston Fords 5栋105室,179,52.02300163834758,良好
S20230225,刘强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,15rqwpii7f0,202302_25@school.edu.cn,1367c7iu9r,HeathcoteburyHettinger Terrace 1栋106室,190,58.47717137577675,优秀
S20230226,郭军军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,1808n5mb2od,202302_26@school.edu.cn,13i1m1gnsj,CronafortShields Heights 2栋107室,191,55.11874561052847,良好
S20230227,刘静静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13kexvasqxq,202302_27@school.edu.cn,138pn3ocwz,Sunrise ManorTreutel Street 3栋108室,182,68.50987121753374,良好
S20230228,罗强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,14751mr8dea,202302_28@school.edu.cn,137l8sdg52,WymanlandRyan Burg 4栋109室,193,66.44001406920606,合格
S20230229,罗军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,13hde751cp9,202302_29@school.edu.cn,1386ceziic,CronastadJulia Mission 5栋110室,194,68.58101425459768,合格
S20230230,高静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202302,123qs5rz8is,202302_30@school.edu.cn,13w4iptstg,OmahaCade Estate 1栋101室,185,54.268529332617604,合格
S20230301,陈军军,男,2005-09-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,16xm77hn8a0,202303_1@school.edu.cn,13hx4qj8md,East LisetteMoore Burgs 2栋102室,166,56.78596872148718,合格
S20230302,王宇,男,2005-10-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,18ih59m5cbq,202303_2@school.edu.cn,13z8j5y7mt,North ShadLorenza Inlet 3栋103室,167,58.060848556571926,良好
S20230303,赵芳芳,女,2005-11-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,13h9fexyb6g,202303_3@school.edu.cn,13a8gr5s2q,LakewoodRichmond Branch 4栋104室,158,52.795899810580124,良好
S20230304,王军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,11xvkid1qrt,202303_4@school.edu.cn,13qd81jtxg,South FlorenceJacobson Parkway 5栋105室,169,53.759912742071585,优秀
S20230305,杨浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,126xtrjpb3d,202303_5@school.edu.cn,13960hdmhb,AndreviewTheodore Oval 1栋106室,170,61.61950668821811,合格
S20230306,徐涵涵,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,15ykoz4rvmj,202303_6@school.edu.cn,13wtzv106k,SchroederviewKuhlman Ford 2栋107室,161,55.02151139603872,合格
S20230307,何杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,124rhzi25s5,202303_7@school.edu.cn,13s40l9p5g,CoachellaEdward Crescent 3栋108室,172,63.40286857665389,优秀
S20230308,徐伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,10j8j9ba7ab,202303_8@school.edu.cn,13lapj6wx2,West BrandtfortLeuschke Course 4栋109室,173,64.90926765508422,优秀
S20230309,吴雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,18s7bj2du9w,202303_9@school.edu.cn,13gzlm5kag,BernadinetownSchneider Brook 5栋110室,164,66.86380998282763,优秀
S20230310,黄军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,18eax3m23kq,202303_10@school.edu.cn,13bjaymrjj,MortimermouthGrady Groves 1栋101室,175,59.022870167421026,优秀
S20230311,陈明明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,118470956yh,202303_11@school.edu.cn,13ct2e1sfk,New ClotildeportBarrows Passage 2栋102室,176,60.3030073919549,合格
S20230312,王雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,170clbsxqet,202303_12@school.edu.cn,13erkhirtb,PowlowskisideShawn Harbors 3栋103室,167,68.42864726166363,优秀
S20230313,杨阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,13lu43ig54j,202303_13@school.edu.cn,13f9bem4t3,West BerniceHagenes Estates 4栋104室,178,50.49263485111413,合格
S20230314,张阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,1218htfzkek,202303_14@school.edu.cn,131i1xw734,KearnyJordyn Flat 5栋105室,179,65.10364167123518,合格
S20230315,林婷婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,14g1wcfieq8,202303_15@school.edu.cn,13fxmqo315,Port SamsonJeffry Drives 1栋106室,170,51.44476089113388,良好
S20230316,黄杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,11fvvq011w0,202303_16@school.edu.cn,13r6dzo26w,RodriguezportKailyn Expressway 2栋107室,181,63.60768762933797,良好
S20230317,郭明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,10szdwvuf55,202303_17@school.edu.cn,13u1ckfnpo,OmerlandStoltenberg Grove 3栋108室,182,64.6129755159051,合格
S20230318,胡娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,127tmvwja0n,202303_18@school.edu.cn,13bxxvcgfd,ErikamouthAdrienne Grove 4栋109室,173,55.40698891741716,合格
S20230319,王浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,162p2qaucws,202303_19@school.edu.cn,13w256mp03,HermanfurtChaim Lock 5栋110室,184,58.42519473196642,优秀
S20230320,孙杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,15cpitcmw2v,202303_20@school.edu.cn,135bc53yms,CarterfurtLiam Parks 1栋101室,185,66.60438149457312,优秀
S20230321,张芳芳,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,11ztnc2scpa,202303_21@school.edu.cn,132gqjqhjh,South MagnoliamouthCorkery Manor 2栋102室,176,69.96459195789365,合格
S20230322,吴浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,18f9jh34mip,202303_22@school.edu.cn,139ctqgtrt,Bowling GreenHowell Orchard 3栋103室,187,53.63675180666563,优秀
S20230323,杨阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,14qtn0zj9l2,202303_23@school.edu.cn,13v71gxkxw,AshasideProhaska Burg 4栋104室,188,59.58297815872895,良好
S20230324,吴娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,16j89wjd80b,202303_24@school.edu.cn,133f4ube7f,South DestineyCharity Key 5栋105室,179,54.25763601531462,优秀
S20230325,高军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,15cc9tep1fj,202303_25@school.edu.cn,13bqergt1e,CarrollfurtOlson Summit 1栋106室,190,57.13270225051608,良好
S20230326,王伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,11st6ai3g0y,202303_26@school.edu.cn,134pd3oiap,East LydaAshly Junction 2栋107室,191,68.61700344917537,合格
S20230327,马婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,18niorn08mf,202303_27@school.edu.cn,13sdmq3itw,North FrancescaBlock Turnpike 3栋108室,182,52.18476393053458,优秀
S20230328,黄伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202303,15qp041e0hq,202303_28@school.edu.cn,133pfhz4ph,MurrayfortLorenza Isle 4栋109室,193,53.335767190310705,良好
S20230401,胡杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,17ems3uohxb,202304_1@school.edu.cn,13p245kqbb,North DaynamouthParker Well 2栋102室,166,52.26357400617124,优秀
S20230402,郭强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,18t7oafkszj,202304_2@school.edu.cn,13btaybtwx,TomasportPurdy Highway 3栋103室,167,67.95052349458801,优秀
S20230403,刘娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,1096d9hmqfj,202304_3@school.edu.cn,13j26iaudo,HayesfurtPattie Skyway 4栋104室,158,61.487269983913535,优秀
S20230404,黄浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,10r2ni6vafc,202304_4@school.edu.cn,134s9vl4lv,KonopelskitonArno Avenue 5栋105室,169,51.357648275890284,优秀
S20230405,朱军军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,1187gz1hvhb,202304_5@school.edu.cn,13zrpkglo7,CorkerytownWilkinson Lakes 1栋106室,170,59.49375216122482,合格
S20230406,高雪,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,16ivvikaplt,202304_6@school.edu.cn,13nbydy7ny,KaelaviewDeshawn Camp 2栋107室,161,50.49132778890907,优秀
S20230407,罗浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,14nmncw27np,202304_7@school.edu.cn,13e17ytym2,SchuppeportDenesik View 3栋108室,172,60.020462631100784,良好
S20230408,陈杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,13d3m1escl0,202304_8@school.edu.cn,13h8vpgmo7,SmithtownHickle Rest 4栋109室,173,62.87667356410446,合格
S20230409,孙娜,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,10ff5v7ddlg,202304_9@school.edu.cn,134gzi9voq,Port BarneyO'Conner Stravenue 5栋110室,164,57.87925637712925,优秀
S20230410,何杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,11w722axi29,202304_10@school.edu.cn,13t3mhxu80,HallielandAmya Trace 1栋101室,175,57.00767774852935,良好
S20230411,杨浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,15g65unhihc,202304_11@school.edu.cn,13af1rqt2w,LeolaportDonnelly Ports 2栋102室,176,61.80928784940468,良好
S20230412,李雪,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,12ysaz3n2n0,202304_12@school.edu.cn,13p39jqu6e,New AnibalburghAlvina Junction 3栋103室,167,56.80128939646363,优秀
S20230413,朱强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,18ihpmp9xbv,202304_13@school.edu.cn,13sa09vvbf,West AllisVonRueden Via 4栋104室,178,60.551114591692986,良好
S20230414,刘杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,18kogrf7ndh,202304_14@school.edu.cn,13n4692azf,North TyrellAnderson Squares 5栋105室,179,66.14742698295368,合格
S20230415,郭雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,17crglty0a9,202304_15@school.edu.cn,13rkw59wgb,BendLaila Junction 1栋106室,170,60.126664365912745,优秀
S20230416,罗浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,1323lt8bra0,202304_16@school.edu.cn,13rxphas8d,Lake DelphiaAbbott Loaf 2栋107室,181,67.53402394554605,合格
S20230417,李军军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,14rfbjq7qck,202304_17@school.edu.cn,13tni3f1vx,North CruzLittel Course 3栋108室,182,60.56892229074588,良好
S20230418,赵雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,114lfj9uftf,202304_18@school.edu.cn,13w24260nj,BechtelarbergKassulke Rapid 4栋109室,173,64.88125873201761,合格
S20230419,朱伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,12hujc7wq8m,202304_19@school.edu.cn,13zf4wbr78,RaynortonProsacco Turnpike 5栋110室,184,54.82250490576716,合格
S20230420,王杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,16e3bnqr6a0,202304_20@school.edu.cn,138py644zw,KarenfurtRaina Loaf 1栋101室,185,67.6243333318543,优秀
S20230421,赵涵涵,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,12xhxmpj2xn,202304_21@school.edu.cn,13k8h5rtj3,South BufordtonDelbert Via 2栋102室,176,65.64303077979581,合格
S20230422,徐阳阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,14tfxu3dvr0,202304_22@school.edu.cn,136jdzzt95,TemeculaAlbertha Crest 3栋103室,187,53.02552251011127,合格
S20230423,朱浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,135wd3owg4f,202304_23@school.edu.cn,13vytajtlz,New PatriciamouthDolores Rapid 4栋104室,188,56.146364754218546,合格
S20230424,林静静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,10o7o825kpv,202304_24@school.edu.cn,13ztioju8n,West PansystadUrsula Plains 5栋105室,179,50.65800914415937,优秀
S20230425,王强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,13pyvx83uh1,202304_25@school.edu.cn,13nsslkm9p,LakinstadMack Crest 1栋106室,190,52.05547485165408,合格
S20230426,刘伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,16uhkquzidq,202304_26@school.edu.cn,13e68t8t6z,Weymouth TownFeil Ferry 2栋107室,191,51.36744327677384,合格
S20230427,胡涵,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,185sduqznxg,202304_27@school.edu.cn,138bpuk7ca,SchulistportTed Rapid 3栋108室,182,65.53914779650438,良好
S20230428,林伟伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,10e0nw9j2xp,202304_28@school.edu.cn,13bnu7fsyu,LamontchesterConn Well 4栋109室,193,57.72673432178809,优秀
S20230429,黄强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,18war0btw18,202304_29@school.edu.cn,13z7exnlkt,LarrytonWolf Valley 5栋110室,194,51.64789615037908,良好
S20230430,杨欣欣,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,12034cktijh,202304_30@school.edu.cn,134vt37m96,KerlukevilleJohnson Trail 1栋101室,185,63.933919910828635,优秀
